,name,selling_price,km_driven,fuel,seller_type,transmission,owner,age,company
5548,Maruti Swift Dzire AMT VXI BS IV,700000,45000,Petrol,Individual,Automatic,First Owner,3,Maruti
5549,Mahindra Xylo E4 BS IV,250000,60000,Diesel,Individual,Manual,Second Owner,12,Mahindra
5550,Chevrolet Enjoy 1.3 TCDi LT 8,535000,32000,Diesel,Individual,Manual,First Owner,6,Chevrolet
5551,Mahindra TUV 300 T4,600000,60000,Diesel,Individual,Manual,First Owner,6,Mahindra
5552,Hyundai Accent VIVA CRDi,145000,120000,Diesel,Individual,Manual,Fourth & Above Owner,19,Hyundai
5553,Ford Figo Aspire 1.5 TDCi Trend,400000,143000,Diesel,Individual,Manual,First Owner,7,Ford
5554,Maruti Swift Dzire VDI,600000,100000,Diesel,Individual,Manual,First Owner,7,Maruti
5555,Maruti Celerio X VXI,459999,50000,Petrol,Individual,Manual,First Owner,4,Maruti
5556,Hyundai i20 1.4 Asta Option,800000,30000,Diesel,Individual,Manual,First Owner,4,Hyundai
5557,Maruti Eeco CNG 5 Seater AC BSIV,370000,25000,CNG,Individual,Manual,First Owner,5,Maruti
5558,Toyota Innova 2.5 GX 8 STR BSIV,800000,102000,Diesel,Individual,Manual,Second Owner,10,Toyota
5559,Renault Pulse RxL Optional,290000,90000,Diesel,Individual,Manual,First Owner,9,Renault
5560,Maruti Swift VDI,671000,62000,Diesel,Individual,Manual,First Owner,4,Maruti
5561,Tata Indigo eCS LX TDI BSIII,140000,80000,Diesel,Individual,Manual,Fourth & Above Owner,10,Tata
5562,Maruti Alto Std,141000,15000,Petrol,Individual,Manual,Third Owner,11,Maruti
5563,Maruti Alto LX,125000,70000,Petrol,Individual,Manual,Second Owner,13,Maruti
5564,Tata Indica Vista TDI LS,150000,90000,Diesel,Individual,Manual,Second Owner,9,Tata
5565,Maruti Wagon R LX Minor,125000,100000,Petrol,Individual,Manual,Third Owner,15,Maruti
5566,Hyundai Grand i10 1.2 Kappa Sportz BSIV,600000,25000,Petrol,Individual,Manual,Second Owner,4,Hyundai
5567,Hyundai i20 1.4 Sportz,700000,40000,Diesel,Individual,Manual,First Owner,5,Hyundai
5568,Hyundai i20 1.4 Asta Option,700000,70000,Diesel,Individual,Manual,First Owner,5,Hyundai
5569,Maruti Swift Dzire VDI,740000,40000,Diesel,Individual,Manual,First Owner,5,Maruti
5570,Tata Indica Vista Aqua 1.4 TDI,140000,200000,Diesel,Individual,Manual,Second Owner,11,Tata
5571,Hyundai Verna CRDi 1.6 SX Option,1150000,35000,Diesel,Individual,Manual,First Owner,4,Hyundai
5572,Skoda Octavia Classic 1.9 TDI MT,300000,155000,Diesel,Individual,Manual,First Owner,15,Skoda
5573,Toyota Etios G,300000,110000,Petrol,Individual,Manual,First Owner,11,Toyota
5574,Renault Scala Diesel RxE,530000,110000,Diesel,Individual,Manual,First Owner,7,Renault
5575,Hyundai Grand i10 1.2 CRDi Sportz Option,530000,80000,Diesel,Individual,Manual,Second Owner,5,Hyundai
5576,Hyundai Santro Xing GLS,210000,50000,Petrol,Individual,Manual,Second Owner,11,Hyundai
5577,Maruti Alto LXi,130000,90000,Petrol,Individual,Manual,Second Owner,15,Maruti
5578,Maruti Wagon R LXI DUO BSIII,148000,80000,LPG,Individual,Manual,Second Owner,14,Maruti
5579,Volkswagen Passat Highline DSG S,585000,120000,Diesel,Individual,Automatic,First Owner,14,Volkswagen
5580,Hyundai i20 1.4 CRDi Magna,270000,105000,Diesel,Individual,Manual,Second Owner,11,Hyundai
5581,Hyundai i10 Magna 1.2 iTech SE,375000,40000,Petrol,Individual,Manual,First Owner,9,Hyundai
5582,Mahindra XUV500 W6 2WD,725000,141000,Diesel,Individual,Manual,Second Owner,8,Mahindra
5583,Mahindra Bolero LX,350000,15000,Diesel,Individual,Manual,Second Owner,17,Mahindra
5584,Hyundai Verna CRDi ABS,180000,150000,Diesel,Individual,Manual,Second Owner,15,Hyundai
5585,Maruti Ritz VDi,425000,80000,Diesel,Individual,Manual,Second Owner,8,Maruti
5586,Ford EcoSport 1.5 Diesel Titanium BSIV,900000,25000,Diesel,Individual,Manual,First Owner,4,Ford
5587,Tata Sumo Gold CX BSIII,570000,51000,Diesel,Individual,Manual,First Owner,5,Tata
5588,Tata Indica V2 eLS,290000,40000,Diesel,Individual,Manual,First Owner,5,Tata
5589,Ford Figo Diesel ZXI,229999,40000,Diesel,Individual,Manual,Second Owner,11,Ford
5590,Ford Figo Diesel EXI,300000,70000,Diesel,Individual,Manual,First Owner,10,Ford
5591,Maruti Ritz VDi,220000,110000,Diesel,Individual,Manual,Third Owner,12,Maruti
5592,Chevrolet Cruze LTZ,409999,80000,Diesel,Individual,Manual,Second Owner,11,Chevrolet
5593,Chevrolet Enjoy TCDi LT 7 Seater,355000,136000,Diesel,Individual,Manual,Second Owner,9,Chevrolet
5594,Renault Duster RXL AWD,695000,120000,Diesel,Individual,Manual,First Owner,9,Renault
5595,Maruti Swift Dzire Vdi BSIV,320000,120000,Diesel,Individual,Manual,Second Owner,12,Maruti
5596,Mahindra TUV 300 T8,710000,120000,Diesel,Individual,Manual,First Owner,5,Mahindra
5597,Tata Indica V2 DLS TC,85000,120000,Diesel,Individual,Manual,Second Owner,18,Tata
5598,Chevrolet Tavera Neo 3 LT 9 Seats BSIV,409999,210000,Diesel,Individual,Manual,Fourth & Above Owner,12,Chevrolet
5599,Volkswagen Polo 1.5 TDI Highline,550000,90000,Diesel,Individual,Manual,First Owner,7,Volkswagen
5600,Maruti Swift ZXI ABS,215000,100750,Petrol,Individual,Manual,Second Owner,15,Maruti
5601,Hyundai Accent GLS 1.6 ABS,110000,140000,Petrol,Individual,Manual,Second Owner,16,Hyundai
5602,Honda City 2017-2020 EXi,170000,110000,Petrol,Individual,Manual,Third Owner,15,Honda
5603,Tata Nexon 1.2 Revotron XZ Plus,850000,40000,Petrol,Individual,Manual,Second Owner,4,Tata
5604,Hyundai i20 Asta 1.4 CRDi (Diesel),350000,148000,Diesel,Individual,Manual,Second Owner,12,Hyundai
5605,Hyundai Santro AT,120000,190000,Petrol,Individual,Automatic,Second Owner,17,Hyundai
5606,Tata Indica Vista Quadrajet LS,250000,155000,Diesel,Individual,Manual,Second Owner,7,Tata
5607,Ford Figo Aspire 1.5 TDCi Titanium,433000,70000,Diesel,Individual,Manual,First Owner,7,Ford
5608,Toyota Fortuner 3.0 Diesel,1200000,100000,Diesel,Individual,Manual,First Owner,12,Toyota
5609,Hyundai EON D Lite Plus,300000,45000,Petrol,Individual,Manual,First Owner,7,Hyundai
5610,Maruti Zen LX BSII,70000,40000,Petrol,Individual,Manual,Second Owner,24,Maruti
5611,Mahindra Bolero 2011-2019 EX AC,760000,90000,Diesel,Individual,Manual,Second Owner,5,Mahindra
5612,Hyundai EON Era Plus,250000,20000,Petrol,Individual,Manual,First Owner,8,Hyundai
5613,Hyundai Santro Xing GL Plus,187000,120000,Petrol,Individual,Manual,Second Owner,9,Hyundai
5614,Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Dealer,Automatic,First Owner,5,Jaguar
5615,Lexus ES 300h,5150000,20000,Petrol,Dealer,Automatic,First Owner,3,Lexus
5616,Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Dealer,Automatic,First Owner,5,Jaguar
5617,Tata Safari Storme EX,503000,110000,Diesel,Individual,Manual,First Owner,7,Tata
5618,Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Individual,Automatic,First Owner,3,Volvo
5619,Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,6,Toyota
5620,Maruti Wagon R LXI,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,9,Maruti
5621,Maruti Baleno Alpha 1.3,740000,38817,Diesel,Dealer,Manual,First Owner,4,Maruti
5622,Honda Jazz VX,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,6,Honda
5623,Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,9,Toyota
5624,Maruti Swift AMT VVT VXI,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,3,Maruti
5625,Toyota Etios VX,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5,Toyota
5626,Maruti Swift AMT ZXI,600000,69779,Petrol,Dealer,Automatic,First Owner,4,Maruti
5627,Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Dealer,Manual,First Owner,5,Hyundai
5628,BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Dealer,Automatic,First Owner,3,BMW
5629,BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Dealer,Automatic,First Owner,3,BMW
5630,Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,3,Honda
5631,Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Dealer,Automatic,First Owner,6,Skoda
5632,Volvo V40 D3 R-Design,2475000,2000,Diesel,Dealer,Automatic,First Owner,4,Volvo
5633,Maruti Swift VDI,335000,90000,Diesel,Individual,Manual,Second Owner,9,Maruti
5634,Maruti Swift Dzire VXI,488000,80000,Petrol,Individual,Manual,Second Owner,6,Maruti
5635,Maruti SX4 Zxi with Leather BSIII,111000,110000,Petrol,Individual,Manual,Third Owner,14,Maruti
5636,Maruti Ciaz VDi Plus,600000,70000,Diesel,Individual,Manual,First Owner,7,Maruti
5637,Maruti Swift VXI,570000,5000,Petrol,Individual,Manual,First Owner,2,Maruti
5638,Hyundai Santro Xing XS,110000,75000,Petrol,Individual,Manual,Second Owner,15,Hyundai
5639,Maruti Swift ZXI,434999,50000,Petrol,Individual,Manual,First Owner,8,Maruti
5640,Hyundai EON Era Plus,229999,70000,Petrol,Individual,Manual,First Owner,8,Hyundai
5641,Nissan Terrano XL Plus 85 PS,490000,90000,Diesel,Individual,Manual,Second Owner,8,Nissan
5642,Maruti Swift Dzire VXi,300000,100000,Petrol,Individual,Manual,Second Owner,11,Maruti
5643,Chevrolet Beat LT,350000,90000,Petrol,Individual,Manual,First Owner,5,Chevrolet
5644,Honda WR-V i-VTEC VX,580000,35000,Petrol,Individual,Manual,First Owner,3,Honda
5645,Tata Indigo CS eLX BS IV,385000,155000,Diesel,Individual,Manual,First Owner,5,Tata
5646,Hyundai Santro Magna,434999,19500,Petrol,Dealer,Manual,First Owner,3,Hyundai
5647,Toyota Fortuner 2.8 4WD MT BSIV,3200000,50000,Diesel,Individual,Manual,First Owner,4,Toyota
5648,Hyundai i20 Asta Option 1.2,495000,30000,Petrol,Dealer,Manual,First Owner,7,Hyundai
5649,Hyundai i20 Asta Option 1.4 CRDi,575000,53000,Diesel,Dealer,Manual,First Owner,6,Hyundai
5650,Tata Indigo CS LX (TDI) BS-III,200000,120000,Diesel,Individual,Manual,Second Owner,9,Tata
5651,Mahindra Verito 1.5 D2 BSIV,140000,120000,Diesel,Individual,Manual,Second Owner,10,Mahindra
5652,Ford Fiesta Classic 1.4 Duratorq CLXI,300000,64000,Diesel,Individual,Manual,Second Owner,10,Ford
5653,Chevrolet Sail 1.2 LS ABS,350000,50000,Petrol,Individual,Manual,First Owner,7,Chevrolet
5654,Tata Indigo CS LX (TDI) BS-III,250000,80000,Diesel,Individual,Manual,Second Owner,7,Tata
5655,Tata Manza Club Class Quadrajet90 VX,280000,80000,Diesel,Individual,Manual,First Owner,9,Tata
5656,Hyundai Xcent 1.2 VTVT S,600000,5000,Petrol,Individual,Manual,First Owner,5,Hyundai
5657,Hyundai Verna 1.6 VTVT S Option,700000,25000,Petrol,Individual,Manual,First Owner,7,Hyundai
5658,Honda City i DTec V,560000,72000,Diesel,Dealer,Manual,First Owner,8,Honda
5659,Maruti Swift VDI BSIV W ABS,565000,72000,Diesel,Dealer,Manual,First Owner,6,Maruti
5660,Renault Lodgy World Edition 110PS,880000,65000,Diesel,Individual,Manual,First Owner,5,Renault
5661,Mahindra Bolero DI AC BSIII,250000,80000,Diesel,Individual,Manual,First Owner,17,Mahindra
5662,Mahindra Bolero 2011-2019 Plus AC,550000,120000,Diesel,Individual,Manual,First Owner,6,Mahindra
5663,Hyundai Xcent 1.2 CRDi E,530000,60000,Diesel,Individual,Manual,First Owner,4,Hyundai
5664,Mahindra XUV500 W6 2WD,750000,110000,Diesel,Individual,Manual,Second Owner,9,Mahindra
5665,Maruti Alto 800 LXI,310000,35000,Petrol,Individual,Manual,First Owner,5,Maruti
5666,Maruti Ertiga ZDI,620000,130000,Diesel,Individual,Manual,First Owner,8,Maruti
5667,Maruti Swift VDI,400000,188000,Diesel,Individual,Manual,Second Owner,9,Maruti
5668,Tata Indica V2 DLX,67000,80000,Diesel,Individual,Manual,Second Owner,14,Tata
5669,Ford Figo 1.5D Titanium MT,480000,80000,Diesel,Individual,Manual,First Owner,7,Ford
5670,Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,110000,48676,Petrol,Individual,Manual,First Owner,14,Maruti
5671,Hyundai Santro Xing XL eRLX Euro II,105000,60000,Petrol,Individual,Manual,Third Owner,16,Hyundai
5672,Datsun GO Plus Anniversary Edition,475000,40000,Petrol,Individual,Manual,First Owner,4,Datsun
5673,Toyota Etios Liva GD,275000,120000,Diesel,Individual,Manual,Second Owner,10,Toyota
5674,Tata Indica DLX,40000,70000,Diesel,Individual,Manual,First Owner,19,Tata
5675,Maruti Alto 800 VXI,300000,15000,Petrol,Individual,Manual,Second Owner,4,Maruti
5676,Maruti Alto LXi,100000,70000,Petrol,Individual,Manual,First Owner,15,Maruti
5677,Tata Indica Vista Terra TDI BSIII,70000,80000,Diesel,Individual,Manual,Second Owner,11,Tata
5678,Ford EcoSport 1.5 TDCi Titanium BSIV,900000,60000,Diesel,Individual,Manual,First Owner,5,Ford
5679,Toyota Etios 1.4 VXD,650000,120000,Diesel,Individual,Manual,Second Owner,5,Toyota
5680,Hyundai Santro DX,55000,120000,Petrol,Individual,Manual,Third Owner,19,Hyundai
5681,Maruti Zen LXI,50000,180000,Petrol,Individual,Manual,Fourth & Above Owner,22,Maruti
5682,Hyundai Grand i10 Asta,550000,70000,Petrol,Individual,Manual,First Owner,6,Hyundai
5683,Renault Duster 85PS Diesel RxL Optional,475000,250000,Diesel,Individual,Manual,First Owner,9,Renault
5684,Hyundai Santro Era,425000,15000,Petrol,Individual,Manual,First Owner,3,Hyundai
5685,Maruti Ciaz ZDi Plus SHVS,900000,65000,Diesel,Individual,Manual,First Owner,5,Maruti
5686,Hyundai i20 Sportz 1.2,516000,90000,Petrol,Individual,Manual,First Owner,7,Hyundai
5687,Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,150000,70000,Petrol,Individual,Manual,Second Owner,11,Tata
5688,Maruti Wagon R LXI BS IV,400000,30000,Petrol,Individual,Manual,First Owner,6,Maruti
5689,Mahindra Scorpio S4 Plus,800000,79500,Diesel,Individual,Manual,First Owner,6,Mahindra
5690,Hyundai Santro Xing XS,165000,90000,Petrol,Individual,Manual,Third Owner,15,Hyundai
5691,Nissan Terrano XL 85 PS,1000000,110000,Diesel,Individual,Manual,First Owner,7,Nissan
5692,Maruti Swift Dzire VDI,440000,110000,Diesel,Individual,Manual,First Owner,7,Maruti
5693,Hyundai Verna 1.6 SX CRDi (O),390000,153000,Diesel,Individual,Manual,First Owner,11,Hyundai
5694,Ford Fiesta 1.4 Duratec ZXI,136000,200185,Petrol,Individual,Manual,First Owner,14,Ford
5695,Maruti Swift Dzire ZDI,475000,149000,Diesel,Individual,Manual,First Owner,9,Maruti
5696,Ford Figo 1.5D Titanium MT,515000,100000,Diesel,Individual,Manual,First Owner,6,Ford
5697,Tata Venture EX 7 Str,175000,90000,Diesel,Individual,Manual,Second Owner,10,Tata
5698,Maruti SX4 ZDI Leather,380000,80000,Diesel,Individual,Manual,Fourth & Above Owner,10,Maruti
5699,Toyota Etios Liva GD SP,405000,150000,Diesel,Individual,Manual,First Owner,10,Toyota
5700,Maruti Ignis 1.2 Delta BSIV,535000,12000,Petrol,Individual,Manual,First Owner,4,Maruti
5701,Hyundai i10 Magna,215000,40000,Petrol,Individual,Manual,Second Owner,11,Hyundai
5702,Maruti Zen LXI,70000,100000,Petrol,Individual,Manual,Second Owner,25,Maruti
5703,Hyundai Grand i10 1.2 Kappa Magna BSIV,445000,27000,Petrol,Individual,Manual,First Owner,5,Hyundai
5704,Maruti Wagon R VXI BS IV,335000,120000,Petrol,Individual,Manual,First Owner,7,Maruti
5705,Mahindra Bolero 2011-2019 ZLX,600000,80000,Diesel,Individual,Manual,First Owner,7,Mahindra
5706,Maruti Eeco 5 Seater AC BSIV,300000,49025,Petrol,Individual,Manual,First Owner,8,Maruti
5707,Tata Nano Twist XE,110000,15000,Petrol,Individual,Manual,First Owner,7,Tata
5708,Maruti Alto K10 LXI,240000,90000,Petrol,Individual,Manual,Second Owner,8,Maruti
5709,Tata Tiago 1.2 Revotron XE,300000,90000,Petrol,Individual,Manual,First Owner,6,Tata
5710,BMW 7 Series 730Ld,2000000,90000,Diesel,Individual,Automatic,Second Owner,12,BMW
5711,Tata Indica V2 DLE BSII,50000,80000,Diesel,Individual,Manual,Third Owner,15,Tata
5712,Chevrolet Tavera B1-10 seats BSII,295000,195000,Diesel,Individual,Manual,Second Owner,13,Chevrolet
5713,Mahindra Scorpio 2.6 CRDe,310000,90000,Diesel,Individual,Manual,Third Owner,16,Mahindra
5714,Maruti 800 AC,29999,80000,Petrol,Individual,Manual,Third Owner,25,Maruti
5715,Honda City i VTEC VX Option BL,925000,22000,Petrol,Individual,Manual,First Owner,6,Honda
5716,Maruti Vitara Brezza LDi Option,640000,70000,Diesel,Individual,Manual,First Owner,6,Maruti
5717,Maruti Swift Dzire 1.2 Vxi BSIV,350000,35000,Petrol,Individual,Manual,First Owner,10,Maruti
5718,Maruti Swift Dzire VXI,385000,120000,Petrol,Individual,Manual,First Owner,9,Maruti
5719,Maruti Swift Dzire VDI,409999,100000,Diesel,Individual,Manual,Second Owner,9,Maruti
5720,Mahindra XUV500 AT W10 AWD,1300000,40000,Diesel,Individual,Automatic,First Owner,6,Mahindra
5721,Ford Fiesta 1.6 Duratec EXI,210000,60000,Petrol,Individual,Manual,Third Owner,13,Ford
5722,Mahindra Scorpio SLX 2.6 Turbo 8 Str,300000,110000,Diesel,Individual,Manual,First Owner,15,Mahindra
5723,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,450000,112000,Diesel,Individual,Manual,First Owner,14,Mahindra
5724,Ford Figo Diesel ZXI,170000,70000,Diesel,Individual,Manual,Second Owner,11,Ford
5725,Honda City i DTEC VX,650000,140000,Diesel,Individual,Manual,First Owner,8,Honda
5726,Maruti Esteem AX,125000,94000,Petrol,Individual,Automatic,Fourth & Above Owner,25,Maruti
5727,Maruti Alto LXi,145000,70000,Petrol,Individual,Manual,First Owner,10,Maruti
5728,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,681000,27000,Diesel,Individual,Manual,First Owner,4,Volkswagen
5729,Honda City i DTEC VX,635000,173000,Diesel,Individual,Manual,First Owner,7,Honda
5730,Maruti Alto LXi BSIII,140000,80000,Petrol,Individual,Manual,Second Owner,12,Maruti
5731,Honda City i DTec VX,750000,86000,Diesel,Individual,Manual,Third Owner,6,Honda
5732,Honda City i DTEC V,611000,80000,Diesel,Individual,Manual,Second Owner,7,Honda
5733,Maruti Alto LXi,110000,120000,Petrol,Individual,Manual,Third Owner,15,Maruti
5734,Maruti Wagon R AX BSIII,100000,100000,Petrol,Individual,Automatic,Second Owner,16,Maruti
5735,Tata Indica Vista Quadrajet VX Tech,225000,120000,Diesel,Individual,Manual,First Owner,8,Tata
5736,Hyundai Verna Transform CRDi VGT SX ABS,250000,190000,Diesel,Individual,Manual,Third Owner,12,Hyundai
5737,Mahindra Scorpio EX,385000,120000,Diesel,Individual,Manual,Second Owner,11,Mahindra
5738,Maruti Alto LXi,135000,70000,Petrol,Individual,Manual,First Owner,10,Maruti
5739,Maruti Alto LX,65000,100000,Petrol,Individual,Manual,Second Owner,16,Maruti
5740,Maruti Alto K10 VXI,260000,120000,Petrol,Individual,Manual,First Owner,6,Maruti
5741,Maruti Swift Dzire VDI,465000,120000,Diesel,Individual,Manual,Second Owner,8,Maruti
5742,Maruti Swift 1.3 VXi,150000,80000,Petrol,Individual,Manual,Fourth & Above Owner,15,Maruti
5743,Mahindra KUV 100 mFALCON G80 K8 Dual Tone,430000,20000,Petrol,Individual,Manual,Second Owner,5,Mahindra
5744,Hyundai i20 Asta,200000,81000,Petrol,Individual,Manual,Fourth & Above Owner,13,Hyundai
5745,Chevrolet Beat LS,125000,90000,Petrol,Individual,Manual,Second Owner,11,Chevrolet
5746,Maruti 800 Std,45000,60000,Petrol,Individual,Manual,Second Owner,21,Maruti
5747,Chevrolet Beat LS,124000,40000,Petrol,Individual,Manual,Second Owner,10,Chevrolet
5748,Tata Indica GLS BS IV,80000,80000,Petrol,Individual,Manual,Third Owner,15,Tata
5749,Maruti Ertiga VXI CNG Limited Edition,545000,35000,CNG,Individual,Manual,First Owner,8,Maruti
5750,Maruti Ertiga ZDI Plus,1050000,20000,Diesel,Individual,Manual,First Owner,3,Maruti
5751,Chevrolet Sail 1.2 LS,200000,50000,Petrol,Individual,Manual,First Owner,7,Chevrolet
5752,Mahindra XUV500 AT W10 FWD,1100000,77000,Diesel,Individual,Automatic,Second Owner,7,Mahindra
5753,Mahindra XUV500 W6 2WD,750000,50000,Diesel,Individual,Manual,First Owner,8,Mahindra
5754,Tata Tiago 1.2 Revotron XZ,425000,13500,Petrol,Individual,Manual,First Owner,6,Tata
5755,Maruti Alto 800 LXI Optional,300000,38000,Petrol,Individual,Manual,First Owner,6,Maruti
5756,Maruti Ertiga ZDI Plus,1200000,14000,Diesel,Individual,Manual,First Owner,3,Maruti
5757,Honda Civic 1.8 V MT,240000,70000,Petrol,Individual,Manual,First Owner,13,Honda
5758,Mahindra KUV 100 mFALCON D75 K8,450000,55000,Diesel,Individual,Manual,Second Owner,6,Mahindra
5759,Maruti Wagon R LXI,80000,150000,Petrol,Individual,Manual,Fourth & Above Owner,16,Maruti
5760,Mahindra Bolero 2011-2019 SLX 2WD BSIII,500000,160000,Diesel,Individual,Manual,First Owner,9,Mahindra
5761,Chevrolet Sail Hatchback Diesel Base,295000,50000,Diesel,Individual,Manual,First Owner,9,Chevrolet
5762,Tata Indigo CS LE (TDI) BS-III,100000,120000,Diesel,Individual,Manual,Third Owner,14,Tata
5763,Hyundai Verna 1.6 SX,700000,76460,Diesel,Individual,Manual,First Owner,9,Hyundai
5764,Ford Figo Diesel Titanium,180000,125000,Diesel,Individual,Manual,Second Owner,11,Ford
5765,Mahindra Verito 1.5 D2 BSIII,225000,110000,Diesel,Individual,Manual,Second Owner,10,Mahindra
5766,Hyundai EON Era Plus,310000,25000,Petrol,Individual,Manual,First Owner,5,Hyundai
5767,Honda City i DTEC SV,625000,30000,Diesel,Individual,Manual,First Owner,7,Honda
5768,Hyundai i10 Magna LPG,275000,70000,LPG,Individual,Manual,Second Owner,9,Hyundai
5769,Hyundai i10 Era,245000,110000,Petrol,Individual,Manual,Second Owner,9,Hyundai
5770,Maruti Zen Estilo VXI BSIV,160000,200000,Petrol,Individual,Manual,First Owner,12,Maruti
5771,Hyundai EON Era Plus,250000,80000,Petrol,Individual,Manual,First Owner,8,Hyundai
5772,Honda Amaze E i-Dtech,450000,76000,Diesel,Individual,Manual,First Owner,8,Honda
5773,Tata Indica V2 DLS,85000,150000,Diesel,Individual,Manual,Second Owner,15,Tata
5774,Toyota Innova Crysta 2.4 VX MT BSIV,1938000,35000,Diesel,Individual,Manual,First Owner,4,Toyota
5775,Hyundai i20 2015-2017 Magna 1.2,550000,40000,Petrol,Individual,Manual,First Owner,6,Hyundai
5776,Ford EcoSport 1.5 TDCi Trend Plus BSIV,551000,110000,Diesel,Individual,Manual,First Owner,7,Ford
5777,Hyundai Xcent 1.2 VTVT E,500000,60000,Petrol,Individual,Manual,First Owner,3,Hyundai
5778,Honda Amaze S i-VTEC,585000,15000,Petrol,Individual,Manual,First Owner,4,Honda
5779,Hyundai Accent Executive,172000,120000,Petrol,Individual,Manual,First Owner,9,Hyundai
5780,Hyundai Verna 1.6 SX,360000,100000,Diesel,Individual,Manual,Second Owner,10,Hyundai
5781,Tata Tiago 1.05 Revotorq XT Option,350000,24000,Diesel,Individual,Manual,Second Owner,5,Tata
5782,Ford EcoSport 1.5 Diesel Trend Plus BSIV,700000,53000,Diesel,Individual,Manual,First Owner,4,Ford
5783,Maruti Alto LXi,148000,40000,Petrol,Individual,Manual,Third Owner,11,Maruti
5784,Maruti Eeco CNG HTR 5-STR,330000,47370,CNG,Individual,Manual,First Owner,6,Maruti
5785,Skoda Octavia Ambiente 1.9 TDI MT,110000,120000,Diesel,Individual,Manual,Second Owner,15,Skoda
5786,Maruti Swift VDI Windsong Limited edition,450000,100000,Diesel,Individual,Manual,First Owner,7,Maruti
5787,Chevrolet Captiva LT,260000,80000,Diesel,Individual,Manual,Second Owner,13,Chevrolet
5788,Hyundai i10 Sportz,200000,91000,Petrol,Individual,Manual,Second Owner,11,Hyundai
5789,Maruti Alto K10 LXI CNG,430000,20000,CNG,Individual,Manual,First Owner,3,Maruti
5790,Mahindra Scorpio SLE BSIII,550000,80000,Diesel,Individual,Manual,Second Owner,9,Mahindra
5791,Maruti Ritz LDi,245000,80000,Diesel,Individual,Manual,First Owner,9,Maruti
5792,Maruti Eeco CNG 5 Seater AC BSIV,320000,80000,CNG,Individual,Manual,First Owner,6,Maruti
5793,Hyundai Accent GLE CNG,120000,110000,CNG,Individual,Manual,Third Owner,14,Hyundai
5794,Hyundai Elantra CRDi SX,615000,120000,Diesel,Individual,Manual,First Owner,9,Hyundai
5795,Skoda Superb Elegance 2.0 TDI CR AT,600000,90000,Diesel,Individual,Automatic,First Owner,9,Skoda
5796,Volkswagen Passat 1.8 TSI MT,300000,120000,Petrol,Individual,Manual,Second Owner,12,Volkswagen
5797,Ford Figo 1.5D Trend MT,400000,45217,Diesel,Dealer,Manual,First Owner,6,Ford
5798,Hyundai Creta 1.6 CRDi AT SX Plus,1000000,60000,Diesel,Individual,Automatic,Second Owner,5,Hyundai
5799,Hyundai Sonata 2.4 GDi MT,525000,70000,Petrol,Individual,Manual,Second Owner,10,Hyundai
5800,Fiat Grande Punto 1.3 Emotion (Diesel),300000,133000,Diesel,Individual,Manual,First Owner,9,Fiat
5801,Fiat Grande Punto 1.3 Emotion (Diesel),220000,117000,Diesel,Individual,Manual,Second Owner,11,Fiat
5802,Mahindra XUV500 W8 4WD,850000,173000,Diesel,Individual,Manual,First Owner,7,Mahindra
5803,Honda City 1.5 V MT,500000,35000,Petrol,Individual,Manual,First Owner,11,Honda
5804,Hyundai Accent GLE,59000,70000,Petrol,Individual,Manual,Second Owner,19,Hyundai
5805,Maruti Alto LX,130000,60000,Petrol,Individual,Manual,Third Owner,11,Maruti
5806,Volkswagen Polo 1.2 MPI Comfortline,375000,120000,Petrol,Individual,Manual,Second Owner,6,Volkswagen
5807,Ford Fiesta 1.4 SXi TDCi,180000,163000,Diesel,Dealer,Manual,First Owner,13,Ford
5808,Volkswagen Polo Diesel Trendline 1.2L,220000,222300,Diesel,Individual,Manual,First Owner,11,Volkswagen
5809,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,625000,100000,Diesel,Individual,Manual,Second Owner,9,Toyota
5810,Maruti Ritz LDi,295000,120000,Diesel,Individual,Manual,First Owner,9,Maruti
5811,Maruti Swift VDI BSIV,350000,160000,Diesel,Individual,Manual,First Owner,11,Maruti
5812,Tata Sumo MKII Turbo 2.0 LX,235000,90000,Diesel,Individual,Manual,First Owner,12,Tata
